Rank,Platform,Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global
11109,DS,Thomas & Friends: Hero of the Rails,2010,Misc,Unknown,0,0.07,0,0.01,0.09
11111,DS,The Mummy: Tomb of the Dragon Emperor,2008,Action,Vivendi Games,0.08,0,0,0.01,0.09
11116,DS,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,2010,Action,Namco Bandai Games,0,0,0.09,0,0.09
11118,DS,Kurikin: Nano Island Story,2007,Role-Playing,Nintendo,0,0,0.09,0,0.09
11128,DS,Dreamer Series: Teacher,2009,Simulation,Deep Silver,0.08,0,0,0.01,0.09
11130,DS,Knights in the Nightmare,2008,Role-Playing,Sting,0.06,0,0.02,0,0.09
11132,DS,El Tigre: The Adventures of Manny Rivera,2007,Platform,THQ,0.08,0,0,0.01,0.09
11147,DS,MLB 2K9 Fantasy All-Stars,2009,Sports,Take-Two Interactive,0.08,0,0,0.01,0.09
11154,DS,The Bachelor: The Videogame,2010,Misc,Warner Bros. Interactive Entertainment,0.08,0,0,0.01,0.09
11159,DS,My Stop Smoking Coach: Allen Carr's EasyWay,2008,Misc,Ubisoft,0.07,0.01,0,0.01,0.09
11167,DS,Bomberman Land Touch!,2006,Puzzle,Rising Star Games,0.04,0,0.04,0,0.09
11177,DS,Bella Sara,2008,Misc,Codemasters,0.04,0.03,0,0.01,0.09
11183,DS,Brain Voyage,2008,Puzzle,Eidos Interactive,0.06,0.02,0,0.01,0.09
11192,DS,Sloane to MacHale no Nazo no Monogatari 2,2009,Puzzle,Level 5,0,0,0.09,0,0.09
11193,DS,Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,2006,Misc,Nintendo,0,0,0.09,0,0.09
11198,DS,My Make-Up,2008,Misc,Oxygen Interactive,0.08,0,0,0.01,0.09
11207,DS,Midnight Play! Pack,2008,Misc,Ubisoft,0.08,0,0,0.01,0.09
11212,DS,L: the proLogue to DEATH NOTE - Rasen no Wana,2008,Adventure,Konami Digital Entertainment,0,0,0.09,0,0.09
11220,DS,Princess Isabella: A Witch's Curse,2010,Adventure,GSP,0.05,0.03,0,0.01,0.09
11224,DS,Charlotte's Web,2006,Action,Sega,0.08,0,0,0.01,0.09
11233,DS,1 vs. 100,2008,Misc,DSI Games,0.08,0,0,0.01,0.09
11235,DS,Indianapolis 500 Legends,2007,Racing,Destineer,0.08,0,0,0.01,0.09
11261,DS,Aibou DS,2009,Adventure,Tecmo Koei,0,0,0.08,0,0.08
11262,DS,Ultimate Card Games DS,2008,Strategy,Telegames,0.08,0,0,0.01,0.08
11274,DS,Don King Boxing,2009,Sports,Take-Two Interactive,0.06,0.01,0,0.01,0.08
11276,DS,Animal Planet: Emergency Vets,2009,Simulation,Activision,0.08,0,0,0.01,0.08
11280,DS,"Sesame Street: Ready, Set, Grover!",2011,Misc,Warner Bros. Interactive Entertainment,0.08,0,0,0.01,0.08
11281,DS,Marvel Nemesis: Rise of the Imperfects,2005,Fighting,Electronic Arts,0.08,0,0,0.01,0.08
11294,DS,Captain Tsubasa: New Kick Off,2010,Sports,Konami Digital Entertainment,0,0.02,0.06,0,0.08
11295,DS,The Spiderwick Chronicles,2008,Action,Vivendi Games,0.08,0,0,0.01,0.08
11296,DS,ZhuZhu Babies,2011,Simulation,Activision,0.07,0.01,0,0.01,0.08
11301,DS,The Secret Saturdays: Beasts of the 5th Sun,2009,Action,D3Publisher,0.08,0,0,0.01,0.08
11305,DS,Elebits: The Adventures of Kai and Zero,2008,Adventure,Konami Digital Entertainment,0.07,0,0,0.01,0.08
11310,DS,101-in-1 Sports Megamix,2010,Sports,Nordcurrent,0.08,0,0,0.01,0.08
11315,DS,Kidou Senshi Gundam 00,2008,Action,Namco Bandai Games,0,0,0.08,0,0.08
11318,DS,Major League Baseball 2K12,2012,Sports,Take-Two Interactive,0.08,0,0,0.01,0.08
11322,DS,Sports Collection,2010,Sports,Ubisoft,0.06,0.01,0,0.01,0.08
11325,DS,Charm Girls Club: My Fashion Show,N/A,Simulation,Unknown,0.08,0,0,0.01,0.08
11334,DS,SaGa 3: Jikuu no Hasha - Shadow or Light,2011,Role-Playing,Square Enix,0,0,0.08,0,0.08
11335,DS,Miami Nights: Singles in the City,2008,Simulation,Ubisoft,0.08,0,0,0.01,0.08
11344,DS,Naruto Shippuden: Shinobi Rumble,2010,Fighting,Takara Tomy,0.03,0,0.05,0,0.08
11359,DS,Puchi Puchi Virus,2007,Puzzle,Jaleco,0.08,0,0,0.01,0.08
11362,DS,Worms: Open Warfare,2006,Strategy,THQ,0.05,0.03,0,0.01,0.08
11373,DS,Death Jr. and the Science Fair of Doom,2007,Platform,Konami Digital Entertainment,0.08,0,0,0.01,0.08
11377,DS,Dream Day: Wedding Destinations,2009,Simulation,THQ,0.08,0,0,0.01,0.08
11388,DS,Sushi Academy,2009,Action,DTP Entertainment,0.08,0,0,0.01,0.08
11392,DS,Super Robot Taisen OG Saga: Endless Frontier,2008,Role-Playing,Namco Bandai Games,0.08,0,0,0.01,0.08
11393,DS,Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,2009,Adventure,Namco Bandai Games,0,0,0.08,0,0.08
11399,DS,Kaijuu Busters Powered,2011,Action,Namco Bandai Games,0,0,0.08,0,0.08
11404,DS,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,2007,Role-Playing,Banpresto,0,0,0.08,0,0.08
11405,DS,My English Coach: Para Hispanoparlantes,2009,Misc,Ubisoft,0.08,0,0,0.01,0.08
11415,DS,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",2008,Misc,D3Publisher,0,0,0.08,0,0.08
11422,DS,Pro Evolution Soccer 2008 (JP sales),2007,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
11423,DS,Petz Fantasy: Sunshine Magic,2010,Simulation,Ubisoft,0.07,0,0,0,0.08
11424,DS,C.O.P.: The Recruit,2009,Action,Ubisoft,0.05,0.02,0,0.01,0.08
11433,DS,Little League World Series Baseball: Double Play,2010,Sports,Activision,0.08,0,0,0.01,0.08
11435,DS,"3 in 1: Solitaire, Mahjong & Tangram",2010,Misc,Deep Silver,0,0.07,0,0.01,0.08
11440,DS,Diego's Build & Rescue,2010,Action,Take-Two Interactive,0.07,0,0,0.01,0.08
11446,DS,Bangai-O Spirits,2008,Shooter,D3Publisher,0.07,0,0,0.01,0.08
11451,DS,Kaidan Restaurant: Ura Menu 100-Sen,2010,Misc,Namco Bandai Games,0,0,0.08,0,0.08
11453,DS,Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,2007,Misc,Namco Bandai Games,0,0,0.08,0,0.08
11456,DS,Horrid Henry's Horrid Adventure,2010,Adventure,Asylum Entertainment,0,0.07,0,0.01,0.08
11459,DS,Princess in Love,2009,Simulation,DTP Entertainment,0.07,0,0,0.01,0.08
11469,DS,TrackMania DS,2008,Racing,Focus Home Interactive,0.06,0.01,0,0.01,0.08
11470,DS,Junior Classic Books & Fairytales,2010,Misc,GSP,0.06,0.01,0,0.01,0.08
11472,DS,Prey the Stars,2008,Action,Tecmo Koei,0.07,0,0,0.01,0.08
11474,DS,Chronicles of Mystery: The Secret Tree of Life,2011,Adventure,City Interactive,0.03,0.04,0,0.01,0.08
11488,DS,Line Rider 2: Unbound,2008,Puzzle,Deep Silver,0.07,0,0,0.01,0.08
11495,DS,Kenshuui Tendo Dokuta,2004,Simulation,Spike,0,0,0.08,0,0.08
11497,DS,Soul Bubbles,2008,Puzzle,Eidos Interactive,0.05,0.02,0,0.01,0.08
11505,DS,Witches & Vampires: The Secrets of Ashburry,2010,Adventure,DTP Entertainment,0.05,0.02,0,0.01,0.08
11513,DS,Jillian Michaels Fitness Ultimatum 2010,2009,Sports,Majesco Entertainment,0.07,0,0,0.01,0.08
11533,DS,My Friends,2009,Misc,Oxygen Interactive,0.07,0,0,0.01,0.08
11538,DS,The Croods: Prehistoric Party!,2013,Misc,D3Publisher,0.03,0.04,0,0.01,0.08
11541,DS,Code Lyoko: Fall of X.A.N.A.,2008,Adventure,Game Factory,0.07,0,0,0.01,0.08
11548,DS,Wordfish,2008,Puzzle,Ubisoft,0.07,0,0,0.01,0.08
11551,DS,futureU: The Prep Game for SAT,2008,Misc,Aspyr,0.07,0,0,0.01,0.08
11553,DS,Johnny Test,2011,Platform,505 Games,0.07,0,0,0.01,0.08
11558,DS,Discovery Kids: Spider Quest,2009,Misc,505 Games,0.07,0,0,0.01,0.08
11562,DS,New International Track & Field,2008,Sports,Konami Digital Entertainment,0.07,0,0,0.01,0.08
11573,DS,Dreamer Series: Shop Owner,2009,Simulation,Deep Silver,0.07,0,0,0.01,0.08
11577,DS,Drama Queens,2009,Misc,Majesco Entertainment,0.07,0,0,0.01,0.08
11578,DS,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,2010,Misc,Disney Interactive Studios,0,0,0.08,0,0.08
11598,DS,Monster Trucks DS,2005,Racing,Majesco Entertainment,0.07,0,0,0.01,0.08
11599,DS,FabStyle,2011,Strategy,Tecmo Koei,0,0,0.08,0,0.08
11603,DS,Mission Runway,2008,Simulation,Eidos Interactive,0.07,0.01,0,0.01,0.08
11610,DS,Dawn of Heroes,2010,Role-Playing,Majesco Entertainment,0.07,0,0,0,0.08
11611,DS,Imagine: My Restaurant,2009,Simulation,Ubisoft,0,0.07,0,0.01,0.08
11614,DS,Nanashi no Game,2008,Adventure,Square Enix,0,0,0.08,0,0.08
11617,DS,Whac-A-Mole,2005,Puzzle,Zoo Digital Publishing,0.07,0,0,0.01,0.08
11619,DS,Backyard NFL Football '09,2008,Sports,Atari,0.07,0,0,0.01,0.08
11636,DS,Emily the Strange: Strangerous,2011,Action,DTP Entertainment,0.04,0.03,0,0.01,0.08
11639,DS,Daniel X: The Ultimate Power,2010,Action,THQ,0.07,0,0,0.01,0.08
11641,DS,World Championship Poker: Deluxe Series,2005,Misc,505 Games,0.07,0,0,0.01,0.08
11648,DS,Salon Superstar,2009,Simulation,505 Games,0.07,0,0,0,0.08
11659,DS,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,2007,Fighting,Takara Tomy,0,0,0.08,0,0.08
11662,DS,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,2008,Fighting,Takara Tomy,0,0,0.08,0,0.08
11663,DS,Pro Yakyuu Famista DS 2010,2010,Sports,Namco Bandai Games,0,0,0.08,0,0.08
11676,DS,Tokyo Beat Down,2008,Action,Success,0.07,0,0,0.01,0.08
11681,DS,The Legend of Kage 2,2008,Action,Square Enix,0.07,0,0,0,0.08
11697,DS,One Piece: Gear Spirit,2007,Fighting,Namco Bandai Games,0,0,0.08,0,0.08
11699,DS,Titanic Mystery,2010,Puzzle,PlayV,0.05,0.02,0,0.01,0.08
11707,DS,Mind Quiz: Your Brain Coach,2006,Misc,Ubisoft,0,0,0.08,0,0.08
11720,DS,Learn Geography,2009,Misc,DreamCatcher Interactive,0.07,0,0,0.01,0.08
11728,DS,My Fun Facts Coach,2008,Misc,Ubisoft,0.07,0,0,0.01,0.08
11729,DS,Superman Returns,2006,Action,Electronic Arts,0.07,0,0,0.01,0.08
11730,DS,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,2011,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
11736,DS,Backyard NBA Basketball,2007,Sports,Atari,0.07,0,0,0.01,0.07
11743,DS,Beat City,2010,Misc,THQ,0.07,0,0,0.01,0.07
11754,DS,Hakuouki DS,2010,Adventure,Idea Factory,0,0,0.07,0,0.07
11757,DS,Mega Man Battle Network: Operation Shooting Star,N/A,Role-Playing,Capcom,0,0,0.07,0,0.07
11763,DS,Again,2009,Adventure,Ackkstudios,0.07,0,0,0,0.07
11772,DS,Jewel Link Chronicles: Legend of Athena,2011,Puzzle,GSP,0,0.06,0,0.01,0.07
11777,DS,Santa Claus Is Comin' to Town!,2011,Puzzle,Crave Entertainment,0.07,0,0,0.01,0.07
11782,DS,Jewel Time Deluxe,2011,Puzzle,O-Games,0.04,0.03,0,0.01,0.07
11783,DS,Picture Perfect Hair Salon,2009,Simulation,505 Games,0.07,0,0,0.01,0.07
11790,DS,Overlord: Minions,2009,Puzzle,Codemasters,0.07,0,0,0.01,0.07
11791,DS,The Rub Rabbits!,2005,Puzzle,Sega,0.03,0,0.04,0,0.07
11792,DS,Margot's Word Brain,2008,Puzzle,Zoo Games,0.07,0,0,0.01,0.07
11802,DS,ZhuZhu Pets: Quest for Zhu,2011,Misc,Activision,0.07,0,0,0.01,0.07
11807,DS,CSI: Dark Motives,2007,Adventure,Ubisoft,0.05,0.01,0,0.01,0.07
11809,DS,Tomb Raider: Legend,2006,Action,Eidos Interactive,0.04,0.02,0,0.01,0.07
11811,DS,OK! Puzzle Stars,2010,Puzzle,Ubisoft,0,0.06,0,0.01,0.07
11821,DS,Sigma Harmonics,2008,Role-Playing,Square Enix,0,0,0.07,0,0.07
11823,DS,Harlem Globetrotters: World Tour,2006,Sports,Zoo Digital Publishing,0.07,0,0,0.01,0.07
11824,DS,Summon Night,2008,Role-Playing,Banpresto,0,0,0.07,0,0.07
11827,DS,You Don't Know Jack,2011,Misc,THQ,0.07,0,0,0.01,0.07
11849,DS,Roogoo Attack!,2009,Puzzle,SouthPeak Games,0.07,0,0,0,0.07
11854,DS,Backyard Hockey,2007,Sports,Atari,0.07,0,0,0.01,0.07
11855,DS,River King: Mystic Valley (US sales),2007,Sports,Rising Star Games,0.07,0,0,0,0.07
11857,DS,Digimon World Championship,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
11858,DS,Lupin Sansei: Shijou Saidai no Zunousen,2010,Adventure,Namco Bandai Games,0,0,0.07,0,0.07
11862,DS,Squishy Tank,2010,Puzzle,Natsume,0.07,0,0,0,0.07
11863,DS,Discovery Kids: Parrot Pals,2009,Simulation,505 Games,0.07,0,0,0,0.07
11864,DS,Let's Ride! Friends Forever,2008,Adventure,THQ,0.07,0,0,0,0.07
11883,DS,Mega Man Battle Network 5: Double Team DS (US sales),2005,Role-Playing,Nintendo,0.07,0,0,0,0.07
11889,DS,Elements of Destruction,2007,Strategy,THQ,0.07,0,0,0.01,0.07
11892,DS,Eiken DS,2007,Misc,Rocket Company,0,0,0.07,0,0.07
11893,DS,Game Center CX: Arino no Chousenjou 2,2009,Action,Namco Bandai Games,0,0,0.07,0,0.07
11896,DS,Robocalypse,2008,Strategy,Tecmo Koei,0.07,0,0,0,0.07
11901,DS,Monster Racers,2009,Racing,Tecmo Koei,0.05,0,0.02,0,0.07
11903,DS,DS Uranai Seikatsu,2009,Misc,Nintendo,0,0,0.07,0,0.07
11908,DS,Tom Clancy's Splinter Cell: Chaos Theory,2005,Action,Ubisoft,0.06,0,0,0.01,0.07
11910,DS,"Flower, Sun, and Rain",2008,Adventure,Rising Star Games,0.07,0,0,0.01,0.07
11913,DS,Moxie Girlz,2011,Misc,GameMill Entertainment,0.07,0,0,0,0.07
11924,DS,Make 10: A Journey of Numbers,2007,Puzzle,Nintendo,0,0,0.07,0,0.07
11927,DS,Vampire Legends: Power of Three,2010,Adventure,THQ,0.07,0,0,0,0.07
11930,DS,Mahjong Fight Club DS: Wi-Fi Taiou,2006,Misc,Konami Digital Entertainment,0,0,0.07,0,0.07
11934,DS,Vampire Knight DS,2009,Adventure,D3Publisher,0,0,0.07,0,0.07
11936,DS,Homie Rollerz,2008,Racing,Destineer,0.07,0,0,0.01,0.07
11940,DS,Tornado,N/A,Action,Ignition Entertainment,0.07,0,0,0,0.07
11941,DS,Fantasy Aquarium by DS,2008,Simulation,Mercury Games,0.07,0,0,0.01,0.07
11942,DS,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",2005,Misc,505 Games,0.07,0,0,0,0.07
11964,DS,Shin Chan Contra ¡Los Plastas!,2009,Platform,505 Games,0,0,0.07,0,0.07
11970,DS,Rec Room Games,2011,Sports,Destineer,0.07,0,0,0,0.07
11971,DS,Theme Park,2007,Simulation,Electronic Arts,0,0.03,0.03,0,0.07
11977,DS,Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,2009,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
11996,DS,Crime Lab: Body of Evidence,2010,Adventure,City Interactive,0.05,0.01,0,0,0.07
11997,DS,Ant Nation,2009,Simulation,Konami Digital Entertainment,0.06,0.01,0,0.01,0.07
12012,DS,Point Blank DS (JP sales),2006,Shooter,Atari,0,0,0.07,0,0.07
12016,DS,Gintama DS: Yorozuya Daisoudou,2006,Action,Namco Bandai Games,0,0,0.07,0,0.07
12020,DS,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,2010,Action,Namco Bandai Games,0,0,0.07,0,0.07
12025,DS,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,2008,Adventure,Alchemist,0,0,0.07,0,0.07
12027,DS,AMF Bowling Pinbusters!,2008,Sports,Vir2L Studios,0.06,0,0,0,0.07
12028,DS,Operation: Vietnam,2007,Shooter,Majesco Entertainment,0.06,0,0,0,0.07
12029,DS,Alpha and Omega,2010,Action,Unknown,0.06,0,0,0,0.07
12033,DS,Jake Power: Handyman,2008,Adventure,Ubisoft,0.06,0,0,0,0.07
12034,DS,My Dress-Up,2008,Misc,Oxygen Interactive,0.06,0.01,0,0.01,0.07
12036,DS,Trick DS-han: Kakushi Kami no Sumukan,2010,Misc,Konami Digital Entertainment,0,0,0.07,0,0.07
12045,DS,Real Time Conflict: Shogun Empires,2005,Strategy,Namco Bandai Games,0.06,0,0,0,0.07
12058,DS,San Goku Shi Taisen Ten,2008,Strategy,Sega,0,0,0.07,0,0.07
12059,DS,Generator Rex: Agent of Providence,2011,Action,Activision,0.05,0.01,0,0.01,0.07
12066,DS,My Horse & Me: Riding for Gold,2008,Sports,Atari,0.05,0.01,0,0.01,0.07
12070,DS,Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,2010,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
12075,DS,Classic Action: Devilish,2005,Misc,505 Games,0.06,0,0,0,0.07
12076,DS,Jackass the Game DS,2008,Action,Empire Interactive,0.06,0,0,0.01,0.07
12081,DS,Dino Master: Dig Discover Duel,2005,Strategy,Majesco Entertainment,0.06,0,0,0,0.07
12085,DS,Dynasty Warriors DS: Fighter's Battle,2007,Action,Tecmo Koei,0.04,0,0.03,0,0.07
12098,DS,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,2008,Adventure,Tecmo Koei,0,0,0.07,0,0.07
12113,DS,Zettai Onkan Otoda Master,2007,Role-Playing,Hudson Soft,0,0,0.07,0,0.07
12120,DS,N+,2007,Platform,Atari,0.06,0,0,0,0.07
12123,DS,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,2008,Role-Playing,Takara Tomy,0,0,0.07,0,0.07
12124,DS,Shin Lucky * Star: Moe Drill ~Tabidachi~,2007,Action,Kadokawa Shoten,0,0,0.07,0,0.07
12128,DS,Lost in Blue 2,2007,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0,0.07
12131,DS,Alex Rider: Stormbreaker,N/A,Action,THQ,0.06,0,0,0,0.07
12132,DS,Deep Labyrinth,2006,Action,505 Games,0.06,0,0,0,0.07
12133,DS,Tropix,2008,Puzzle,Capcom,0.06,0,0,0,0.07
12142,DS,The Tale of Despereaux,2008,Platform,Brash Entertainment,0.06,0,0,0,0.07
12152,DS,James Bond 007: Blood Stone,2010,Shooter,Activision,0.05,0.01,0,0,0.07
12153,DS,Imagine: Gymnast,2008,Simulation,Ubisoft,0.05,0.01,0,0,0.07
12154,DS,Kanji Sonomama DS Rakubiki Jiten,2006,Misc,Nintendo,0,0,0.07,0,0.07
12161,DS,Prince of Persia: The Fallen King,2008,Action,Ubisoft,0.06,0.01,0,0.01,0.07
12162,DS,Jewels of the Ages,2011,Puzzle,City Interactive,0.03,0.03,0,0.01,0.07
12165,DS,Chuugaku Eitango Target 1800 DS,2006,Misc,IE Institute,0,0,0.07,0,0.07
12173,DS,Dreamer Series: Pop Star,2009,Misc,Tivola,0.04,0.02,0,0.01,0.07
12175,DS,My Amusement Park,2010,Misc,Scholastic Inc.,0.06,0,0,0,0.07
12187,DS,Brain Quest: Grades 3 & 4,2008,Misc,Electronic Arts,0.06,0,0,0.01,0.07
12197,DS,Doraemon: Nobita no Shin Makai Daibouken DS,2007,Role-Playing,Sega,0,0,0.07,0,0.07
12203,DS,Monster Tale,2011,Platform,Majesco Entertainment,0.06,0,0,0,0.07
12216,DS,Touch 'N' Play Collection,2010,Misc,O-Games,0.04,0.02,0,0.01,0.07
12223,DS,Insecticide,2008,Action,Gamecock,0.06,0,0,0,0.07
12225,DS,Interactive Storybook DS Series 1,2007,Misc,Tommo,0.06,0,0,0,0.07
12234,DS,Chocolatier,2010,Misc,Zoo Games,0.06,0,0,0,0.07
12235,DS,Cosmos Chaos!,2010,Misc,Mentor Interactive,0.06,0,0,0,0.07
12238,DS,"Warhammer 40,000: Squad Command",2007,Strategy,THQ,0.05,0.01,0,0.01,0.07
12244,DS,Walt Disney Pictures Presents Enchanted,2007,Platform,Disney Interactive Studios,0.04,0.01,0,0.01,0.07
12246,DS,Jewel Quest IV: Heritage,2011,Puzzle,iWin,0,0.05,0,0.01,0.06
12250,DS,Jewel Link Chronicles: Mountains of Madness,N/A,Puzzle,Avanquest,0,0.06,0,0.01,0.06
12253,DS,Jam Sessions 2,2009,Misc,Ubisoft,0.06,0,0,0,0.06
12254,DS,Orcs & Elves,2007,Role-Playing,Electronic Arts,0.06,0,0,0.01,0.06
12263,DS,Disney's Chicken Little: Ace In Action,2006,Shooter,Disney Interactive Studios,0.06,0,0,0,0.06
12264,DS,IL-2 Sturmovik: Birds of Prey,2009,Simulation,505 Games,0.06,0,0,0,0.06
12270,DS,Elite Forces: Unit 77,2009,Strategy,Deep Silver,0.06,0,0,0,0.06
12277,DS,My Pet Shop,2008,Simulation,Square Enix,0.06,0,0,0,0.06
12285,DS,Western Riding Academy,2010,Simulation,Destineer,0.06,0,0,0,0.06
12286,DS,My Pet Chimp,2010,Simulation,505 Games,0.06,0,0,0,0.06
12287,DS,Frogger: Helmet Chaos,2005,Platform,Konami Digital Entertainment,0.06,0,0,0,0.06
12290,DS,Paws & Claws: Marine Rescue,2011,Simulation,THQ,0.06,0,0,0,0.06
12294,DS,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,2007,Action,Namco Bandai Games,0,0,0.06,0,0.06
12297,DS,Smart Boy's Toys Club,2008,Misc,505 Games,0.06,0,0,0,0.06
12300,DS,Max & the Magic Marker,2011,Platform,Unknown,0,0.06,0,0,0.06
12302,DS,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,2008,Adventure,Marvelous Interactive,0,0,0.06,0,0.06
12305,DS,Sprung - A Game Where Everyone Scores,2004,Adventure,Ubisoft,0.06,0,0,0,0.06
12307,DS,Nicola Kanshuu: Model * Oshare Audition,2010,Misc,Alchemist,0,0,0.06,0,0.06
12324,DS,Pawly Pets: My Vet Practice,2007,Strategy,Ubisoft,0,0.06,0,0.01,0.06
12339,DS,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,2008,Action,Namco Bandai Games,0,0,0.06,0,0.06
12340,DS,Bionicle Heroes,2006,Shooter,Eidos Interactive,0.06,0,0,0,0.06
12351,DS,Panzer Tactics,2007,Strategy,10TACLE Studios,0.06,0,0,0,0.06
12358,DS,Kuukan * Zukei: Hirameki Training - KuuTore,2008,Misc,Benesse,0,0,0.06,0,0.06
12359,DS,Osu! Tatakae! Ouendan,2005,Misc,Nintendo,0,0,0.06,0,0.06
12364,DS,Meitantei Conan: Aoki Houseki no Rinbukyoku,2011,Adventure,Namco Bandai Games,0,0,0.06,0,0.06
12366,DS,Challenge Me: Brain Puzzles,2009,Puzzle,Oxygen Interactive,0.06,0,0,0,0.06
12367,DS,Legend of Kay,2010,Action,JoWood Productions,0.06,0,0,0,0.06
12369,DS,From The Abyss,2008,Role-Playing,Nobilis,0.06,0,0,0,0.06
12378,DS,Di-Gata Defenders,2008,Role-Playing,Game Factory,0.06,0,0,0,0.06
12379,DS,Star Trek: Tactical Assault,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06
12382,DS,Sudoku Ball Detective,2009,Puzzle,Playlogic Game Factory,0.06,0,0,0,0.06
12394,DS,Atari's Greatest Hits: Volume 2,2011,Misc,Atari,0.06,0,0,0,0.06
12395,DS,Chuck E. Cheese's Playhouse,2010,Misc,UFO Interactive,0.06,0,0,0,0.06
12411,DS,Paws & Claws: Pampered Pets 2,2011,Simulation,THQ,0.06,0,0,0,0.06
12426,DS,Winx Club: Quest for the Codex,2006,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
12430,DS,Arkanoid DS,2007,Puzzle,Square Enix,0.06,0,0,0,0.06
12446,DS,World Cup of Pool,2009,Sports,Midas Interactive Entertainment,0.06,0,0,0,0.06
12448,DS,Imagine: Cheerleader,2009,Simulation,Ubisoft,0.06,0,0,0,0.06
12451,DS,Busy Scissors,2010,Simulation,Little Orbit,0.06,0,0,0,0.06
12453,DS,Shining Force Feather,2009,Strategy,Sega,0,0,0.06,0,0.06
12456,DS,Disney's Kim Possible: Global Gemini,2007,Platform,Disney Interactive Studios,0.05,0.01,0,0,0.06
12457,DS,Big Bang Mini,2009,Shooter,SouthPeak Games,0.05,0,0,0,0.06
12463,DS,X-Men: Destiny,2011,Action,Activision,0.05,0.01,0,0,0.06
12465,DS,Minna no DS Seminar: Kanpeki Eitango Ryoku,2006,Misc,TDK Core,0,0,0.06,0,0.06
12466,DS,Kurupoto Cool Cool Stars,2007,Action,Starfish,0.06,0,0,0,0.06
12469,DS,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,2008,Simulation,Konami Digital Entertainment,0,0,0.06,0,0.06
12472,DS,Dreamer Series: Zoo Keeper,2010,Simulation,DreamCatcher Interactive,0.06,0,0,0,0.06
12480,DS,Winter Sports 2: The Next Challenge,2008,Sports,RTL,0.04,0.02,0,0.01,0.06
12482,DS,World Series of Poker 2008: Battle for the Bracelets,2007,Misc,Activision,0.05,0,0,0,0.06
12483,DS,Playmobil Knights,2009,Action,Mindscape,0.04,0.01,0,0,0.06
12485,DS,DropCast,2008,Puzzle,THQ,0.06,0,0,0,0.06
12488,DS,Summon Night 2,2008,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06
12489,DS,Chou Soujuu Mecha MG,N/A,Simulation,N/A,0,0,0.06,0,0.06
12501,DS,Eigo de Tabisuru: Little Charo,2011,Misc,Nintendo,0,0,0.06,0,0.06
12527,DS,Showtime Championship Boxing,2007,Fighting,Zoo Digital Publishing,0.06,0,0,0,0.06
12530,DS,Foster's Home for Imaginary Friends: Imagination Invaders,2007,Adventure,Midway Games,0.06,0,0,0,0.06
12531,DS,I Love Beauty: Hollywood Makeover,2009,Misc,City Interactive,0.06,0,0,0,0.06
12534,DS,Rock Blast,2008,Puzzle,UFO Interactive,0.06,0,0,0,0.06
12544,DS,Little League World Series Baseball 2008,2008,Sports,Activision,0.06,0,0,0,0.06
12554,DS,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,2009,Misc,Rocket Company,0,0,0.06,0,0.06
12556,DS,Theresia...,2008,Adventure,Arc System Works,0.06,0,0,0,0.06
